PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Unnamed: 21,Unnamed: 22,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Kashmiri,Canada,3400,Kashmiri,Islam - Sunni,43.6532,-79.3831,1,Unengaged,,,,,,A012,C0321,104709,Kashmiri,CAN,CA,,,,South Asian Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,CAN
Kasikapadi,India,11000,Telugu,Hinduism,19.866183,75.346989,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,113791,Tirmali,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Kaska,Canada,600,English,Christianity - Non-Evangelical Protestant,59.9257,-128.4872,6,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,104716,Kaska,CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,CAN
Kasseng,Laos,1200,Talieng,Ethnoreligion - Animism,15.25616,107.35139,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,104717,Kasseng,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Kasua,Papua New Guinea,1800,Kasua,Christianity - Evangelical Protestant,-6.64861,142.99338,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104718,Kasua,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Katab,Nigeria,271000,Tyap,Christianity - Neo-Pentecostalism,9.846304,8.095209,6,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,104719,Katab,NGA,NI,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"100,000+",Indigenous,NGA
Katawian,Brazil,500,Waiwai,Christianity - Folk Catholicism,-0.903553,-58.002493,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,115082,Katawian,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Kate,Papua New Guinea,31500,Kâte,Christianity - Evangelical Protestant,-6.4795,147.75695,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104726,Kate,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PNG
Kate,Laos,900,Uncoded language,Ethnoreligion,15.0795,105.8998,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,115198,Kate,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Katesar,India,1200,Tamil,Hinduism,10.785428,78.702467,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117807,Katesar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Kathar,India,11000,Gujarati,Hinduism,19.434017,74.421936,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112666,Kharadi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Kathi,India,18500,Gujarati,Hinduism,22.303067,70.79685,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117809,Kathi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Katingan Dayak,Indonesia,81500,Ngaju,Ethnoreligion - Animism,-1.688137,112.959537,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,104737,Katingan,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"50,000+",Indigenous,IDN
Katipamula,India,40500,Telugu,Hinduism,18.000055,79.588167,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117104,Katipamula,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Kato,United States,125,English,Ethnoreligion,39.70019,-123.43244,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,104739,Kato,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Katokinn,Brazil,1200,Portuguese,Ethnoreligion - Animism,-9.254527,-38.004854,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,118412,Katokim,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Katong,Laos,1000,Uncoded language,Buddhism - Theravada,15.643444,106.932631,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 2: Exercise Increased Caution,A011,C0147,117160,Katong,LAO,LA,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,LAO
Kattiakaran,India,109000,Tamil,Hinduism,8.713914,77.756653,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,118941,Kattiyakaran,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,IND
Katukina of Rio Bia,Brazil,450,Kanamarí,Ethnoreligion - Animism,-4.938202,-67.732323,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0010,115944,Katukina of Rio Bia,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Katukina-Jutaí,Brazil,600,Portuguese,Ethnoreligion,-7.7657,-72.1918,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0010,104748,Katukina,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Kauescar,Chile,3400,Spanish,Ethnoreligion,-49.70303,-75.3756,6,Unengaged,Low,Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0201,100207,Qawasqar,CHL,CI,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,CHL
Kauwerawec,Indonesia,650,Kauwera,Ethnoreligion - Animism,-2.2811,138.0345,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,104758,Kauwerawec,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kauyaru,Sudan,6400,Sudanese Arabic,Islam - Sunni,11.003848,30.190293,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119448,Kauyaru,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,SDN
Kavara,India,21500,Malayalam,Hinduism,10.78673,76.654793,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112463,Kavara,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Kavuthiyan,India,30500,Malayalam,Hinduism,11.597958,75.778232,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112467,Kavuthiyan,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Kawacha,Papua New Guinea,100,Yagwoia,Christianity - Evangelical Protestant,-6.96411,146.20897,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104766,Kawacha,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kawahia,Sudan,1310000,Sudanese Arabic,Islam - Sunni,13.1953,30.2203,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A001,C0019,104767,Kawahia,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"1,000,000+",Indigenous,SDN
Kawaiisu,United States,35,English,Ethnoreligion,36.05383,-118.67889,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,104769,Kawaiisu,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Kawe,Indonesia,700,Kawe,Ethnoreligion - Animism,-0.17313,130.32696,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0123,104771,Kawe,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kawoj,India,9400,Kashmiri,Islam - Sunni,34.04073,74.81484,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,112466,Kavoj,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Kaxixó,Brazil,325,Portuguese,Ethnoreligion,-19.3371,-45.0713,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,114985,Kaxixo,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Kaxuyana,Brazil,900,Trió,Ethnoreligion,2.1625,-55.9285,1,Unengaged,Medium,Free,Low,Moderate,Level 2: Exercise Increased Caution,A007,C0201,104713,Kaxuyana,BRA,BR,,,,American Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,BRA
Kayalar,India,47500,Tamil,Islam - Sunni,8.568319,78.123836,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,117730,Kayalar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IND
Kayaman,Malaysia,1200,Kajaman,Ethnoreligion - Animism,2.708,114.045,4,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,104776,Kayaman,MYS,MY,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MYS
Kayan,Papua New Guinea,1100,Kayan (Papua New Guinea),Christianity - Evangelical Protestant,-4.06543,144.75613,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104777,Kayan,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kayan Mahakam,Indonesia,2100,Kayan Mahakam,Christianity - Non-Evangelical Protestant,0.91787,114.45183,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,104778,Kayan Mahakam,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kayan River Kayan,Indonesia,3600,Kayan River Kayan,Christianity - Non-Evangelical Protestant,1.925478,115.48531,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0059,104780,"Kayan, Kayan River",IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kayastha,Nepal,76000,Nepali,Hinduism,26.480373,87.275488,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0303,112470,Kayastha,NPL,NP,IN,,,South Asian Peoples,,0,Unengaged and Unreached,"50,000+",Indigenous,NPL
Kayaw,Myanmar,25500,Kayaw,Christianity - Evangelical Protestant,19.05612,96.83655,6,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A014,C0106,101664,Kayaw,MMR,BM,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,MMR
Kayort,Nepal,31500,Kewat,Hinduism,26.472635,87.416024,1,Unengaged,Strenuous,Partly Free,Moderate,High,Level 2: Exercise Increased Caution,A012,C0311,104788,Kayort,NPL,NP,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,NPL
Kayupulau,Indonesia,1100,Papuan Malay,Christianity - Evangelical Protestant,-2.5455,140.7044,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,104790,Kayupulau,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kazakh,Germany,40500,Kazakh,Islam - Sunni,52.50827,13.359108,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A015,C0108,104791,Kazakh,DEU,GM,KZ,,,Central Asian Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,DEU
Kazakh,Iran,6100,Kazakh,Islam - Sunni,37.23523,54.08519,1,Unengaged,Medium,Not Free,Very High,Moderate,Level 4: Do Not Travel,A015,C0108,104791,Kazakh,IRN,IR,KZ,,,Central Asian Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,IRN
Kazakh,Kyrgyzstan,60500,Kazakh,Islam - Sunni,42.751919,71.618577,1,Unengaged,Strenuous,Not Free,High,High,Level 1: Exercise Normal Precautions,A015,C0108,104791,Kazakh,KGZ,KG,KZ,,,Central Asian Peoples,,0,Unengaged and Unreached,"50,000+",Indigenous,KGZ
Kazakh,Turkmenistan,159000,Kazakh,Islam - Sunni,42.321427,59.166897,1,Unengaged,Medium,Not Free,High,Low,Level 1: Exercise Normal Precautions,A015,C0108,104791,Kazakh,TKM,TX,KZ,,,Central Asian Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,TKM
Kazakh,Uzbekistan,1435000,Kazakh,Islam - Sunni,42.413751,59.440983,1,Unengaged,Medium,Not Free,Very High,Low,Level 1: Exercise Normal Precautions,A015,C0108,104791,Kazakh,UZB,UZ,KZ,,,Central Asian Peoples,,0,Unengaged and Unreached,"1,000,000+",Diaspora,UZB
"Kazakh, Qinghai",China,3200,Kazakh,Islam - Sunni,36.553577,94.756898,1,Unengaged,Medium,Not Free,Very High,Low,Other,A015,C0108,114131,"Kazakh, Qinghai",CHN,CH,KZ,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Kazakhstani Gypsy,Kazakhstan,6600,Sinte Romani,Islam - Sunni,43.2112,76.8737,1,Unengaged,Low,Not Free,High,Moderate,Level 1: Exercise Normal Precautions,A003,C0279,109316,"Romani, Sinte",KAZ,KZ,,,,Central Asian Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,KAZ
Kebena,Ethiopia,81000,Alaba-K’abeena,Islam - Sunni,7.3045,38.1235,1,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0276,104794,Kebena,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,ETH
Kebu,Uganda,494000,Kebu,Ethnoreligion,2.666,30.82534,1,Unengaged,Strenuous,Not Free,Moderate,High,Level 3: Reconsider Travel,A013,C0203,107613,Okebu,UGA,UG,,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"100,000+",Indigenous,UGA
Kedayan,Malaysia,91000,Brunei,Islam - Sunni,4.01381,113.97275,0,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,101679,Brunei-Kadaian,MYS,MY,,,,Asian Pacific Rim Peoples,,0,Unengaged and Unreached,"50,000+",Indigenous,MYS
Keder,Indonesia,900,Indonesian,Christianity - Evangelical Protestant,-2.012804,139.053818,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,104800,Keder,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kega-Alkheel,Sudan,20500,Sudanese Arabic,Islam - Sunni,11.37075,29.751528,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119464,Kega-Alkheel,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SDN
Keiga,Sudan,14500,Keiga,Islam - Sunni,11.203737,29.378901,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,104804,Keiga,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SDN
Keji,China,2600,Central Tibetan,Islam - Sunni,29.653551,91.120959,1,Unengaged,Medium,Not Free,Very High,Low,Other,A002,C0066,114132,Keji,CHN,CH,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CHN
Kekchi,Belize,22000,Q’eqchi’,Christianity - Folk Catholicism,16.49236,-88.80011,4,Unengaged,Medium,Free,Low,Low,Level 2: Exercise Increased Caution,A007,C0136,104806,Kekchi,BLZ,BH,GT,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,BLZ
Kekchi,United States,100,Q’eqchi’,Ethnoreligion,40.5803,-74.2851,1,Unengaged,Little,Free,Moderate,High,Caution,A007,C0136,104806,Kekchi,USA,US,,,,American Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,USA
Kela,Papua New Guinea,3500,Kala,Christianity - Evangelical Protestant,-7.47103,147.1729,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104808,Kela,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kelana,Papua New Guinea,1600,Gitua,Christianity - Evangelical Protestant,-6.0151,147.48522,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104811,Kelana,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
"Kelo, Tornasi",Sudan,4800,Berta,Islam - Sunni,10.555477,34.278561,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0153,104816,Kelo,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,SDN
Kelong,Indonesia,18000,Klon,Christianity - Evangelical Protestant,-8.413,124.409,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0075,104817,Kelong,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,IDN
Kemak,Timor-Leste,80000,Kemak,Christianity - Roman Catholicism,-8.94331,125.19933,1,Unengaged,Strenuous,Free,Low,Moderate,Level 2: Exercise Increased Caution,A008,C0217,104818,Kemak,TLS,TT,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,TLS
Kemant,Ethiopia,273000,Amharic,Christianity - Eastern Orthodox,13.129399,37.848438,1,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0281,104819,Qimant,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,ETH
Kemberano,Indonesia,2400,Kemberano,Christianity - Evangelical Protestant,-2.24495,132.98754,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,104478,Kemberano,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kenaitze,United States,1800,English,Ethnoreligion - Native American religions,60.5544,-151.2583,1,Unengaged,,,,,,A009,C0154,119484,Kenaitze,USA,US,,,,American Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,USA
Kenana,Sudan,36500,Sudanese Arabic,Islam - Sunni,11.087306,30.984639,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119460,Kenana,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SDN
Kenati,Papua New Guinea,2700,Aziana,Christianity - Evangelical Protestant,-6.74765,145.8806,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104824,Kenati,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Kendeje,Chad,4000,Kendeje,Islam - Sunni,13.4671,21.6818,0,Unengaged,Extreme,Not Free,High,Moderate,Level 3: Reconsider Travel,A013,C0175,104828,Kendeje,TCD,CD,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,TCD
Kenele,Papua New Guinea,1300,Kyenele,Christianity - Evangelical Protestant,-4.612495,143.845487,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104830,Kenele,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Keningau Dusun,Malaysia,4300,Sabah Malay,Ethnoreligion - Animism,5.421919,116.237392,6,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0059,102783,"Dusun, Keningau",MYS,MY,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,MYS
Kensiu,Malaysia,300,Kensiu,Ethnoreligion - Animism,5.93248,100.89167,0,Unengaged,Low,Partly Free,High,High,Level 1: Exercise Normal Precautions,A008,C0230,108820,Kinsiu,MYS,MY,TH,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,MYS
Kensiu,Thailand,300,Kensiu,Ethnoreligion - Animism,6.02922,101.16023,5,Unengaged,Medium,Partly Free,Moderate,High,Level 1: Exercise Normal Precautions,A008,C0230,108820,Kinsiu,THA,TH,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,THA
Kenyan,Canada,26000,English,Christianity - Neo-Pentecostalism,43.7004,-79.397,6,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A013,C0248,116236,Kenyan,CAN,CA,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"10,000+",Diaspora,CAN
Kenyan,United States,95500,English,Christianity - Neo-Pentecostalism,38.22551610618915,-85.77210044,5,Unengaged,,,,,,A013,C0248,116236,Kenyan,USA,US,,,,Sub-Saharan African Peoples,,2,No Longer Unreached,"50,000+",Diaspora,USA
Keopara,Papua New Guinea,20500,Keapara,Christianity - Evangelical Protestant,-10.112012,148.087146,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104851,Keopara,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PNG
Kepmari,India,1000,Tamil,Hinduism,12.90425,79.32176,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,112488,Kepmaris,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Kepo,Indonesia,14000,Kepo’,Islam - Sunni,-8.58908,120.83973,5,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0075,104853,Kepo',IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,IDN
Ker,India,425,Kacchi,Islam - Sunni,23.8127,68.772258,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0333,117740,Ker,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Kerarish,Sudan,59000,Sudanese Arabic,Islam - Sunni,19.393051,30.466575,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A001,C0019,104856,Kerarish,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,SDN
Kerei,Indonesia,650,Karey,Islam - Sunni,-6.718,134.401,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0132,104857,Kerei,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Kerewo,Papua New Guinea,8700,Kerewo,Christianity - Evangelical Protestant,-7.551,144.3085,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,104860,Kerewo,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
